target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,185000,0,0,2,0.6910170251,36.333333333,13.052533872,1,1,10.970342091,26912
0,2NDFL,elementary,,12736,0,0,0,,28.076502732,0.5382513661,0,0,7.0912268882,26913
0,OTHER,elementary,Corporate,124415,0,1,1,1.185125448,32.418249869,6.8273972603,0,0,9.8904109589,26915
0,2NDFL,elementary,,83642,0,0,0,67.928068996,29.736110487,10.779946104,0,1,3.9535519126,26918
0,OTHER,advanced,Corporate,25344,0,1,1,2.8218413978,25.85028071,0.5628415301,0,0,4.7050752302,26919
0,OTHER,elementary,Corporate,63602,0,1,,,47.765027322,2.4556104499,,,2.663829628,26924
0,OTHER,elementary,Corporate,105000,0,1,1,0.4685483871,30.490410959,0.495231679,0,0,5.038947526,26927
0,OTHER,elementary,Corporate,51227,0,1,0,,37.47767797,2.1790478329,0,0,10.488636874,26929
0,OTHER,elementary,,45000,0,0,0,6.3403673835,55.203877536,3.4997679467,0,0,4.9490830152,26936
0,OTHER,advanced,,64800,0,0,2,0.8524641577,33.100486563,1.3224043716,0,0,2.9004865634,26941
0,OTHER,beginner,Corporate,173000,0,0,,,34.536986301,101.1923647,,,9.7506849315,26942
0,2NDFL,advanced,,13825,0,0,0,57.883534946,41.871554757,0.3415300546,0,1,11.794842428,26955
0,OTHER,elementary,,110000,0,0,1,0.4709005376,39.483164908,15.896174863,0,0,8.7845347706,26958
0,OTHER,elementary,,100000,0,0,1,0.7314740143,49.211692492,22.315068493,1,1,4.1808219178,26964
0,OTHER,elementary,Corporate,35889,0,1,0,1.0896281362,26.479452055,2.4684931507,0,0,6.4383561644,26974
0,2NDFL,beginner,,37044,0,0,0,19.509565412,28.774279512,0.5523617037,0,0,8.0218579235,26976
0,OTHER,beginner,Corporate,52775,0,1,1,1,32.732809342,5.4670559174,0,0,9.6506175612,26977
0,2NDFL,advanced,,29730,0,0,0,0.6306675627,43.403705367,6.0530204357,0,0,11.181787559,26981
0,2NDFL,elementary,,24978,0,0,,,40.971053223,3.1561643836,,,11.164383562,26984
0,OTHER,advanced,Corporate,17309,0,1,0,3.2803091398,42.034186691,2.7629538139,0,0,10.13829628,26990
0,OTHER,elementary,,35000,0,0,,,28.235616438,0.9852608728,,,8.1123287671,27009
0,OTHER,elementary,,90000,0,0,0,0.376702509,28.93627517,6.6787409237,0,0,7.7786885246,27019
0,OTHER,elementary,Corporate,27156,0,1,0,7,25.988329965,0.7965491429,0,0,5.9444943484,27022
0,2NDFL,elementary,,30305,0,0,,,34.122411857,4.2923497268,,,6.4456995284,27023
0,OTHER,elementary,Corporate,24114,0,1,1,1.1119623656,33.484931507,1.8794520548,0,0,9.4849315068,27032
0,2NDFL,elementary,,122511,0,0,0,4.5968637993,33.832741972,0.9368515607,,,8.3395912868,27037
0,OTHER,elementary,Corporate,185480,0,1,0,9.5664426523,32.232614717,0.3637622577,0,0,9.9205479452,27044
0,OTHER,elementary,,100000,0,0,2,-0.167002688,36.304109589,0.6437233326,1,1,5.4852533872,27045
0,OTHER,elementary,Corporate,36924,0,1,,,29.861097388,0.5819672131,,,9.4720562916,27049
0,2NDFL,elementary,,35865,0,0,,,32.22739726,0.4273373756,,,10.608219178,27056
0,OTHER,elementary,Corporate,173047,0,1,,,36.073770492,3.2639868254,,,10.858507373,27057
0,OTHER,elementary,,15000,0,0,,,37.663013699,7.9068493151,,,12.115068493,27062
0,OTHER,elementary,Corporate,53000,0,0,,,25.430765776,0.8870499289,,,5.1165581256,27067
0,2NDFL,advanced,,29015,0,0,0,0.6368055556,49.166584325,14.448776106,0,0,4.0737704918,27068
0,OTHER,advanced,,40000,0,0,0,0.4682571685,28.841904334,3.304109589,0,0,2.7369863014,27089
0,OTHER,elementary,VIP,201307,0,1,0,1.9564516129,33.104274272,4.6256830601,0,0,10.501534546,27095
0,OTHER,elementary,,323040,0,1,,,40.921783068,4.3726027397,,,13.205936073,27096
0,OTHER,elementary,Corporate,15541,0,1,,,26.77260274,1.4658956509,,,6.6082191781,27102
0,OTHER,elementary,,40000,0,0,0,0.6635976703,28.016393443,1.0950145969,0,0,7.2265214462,27105
0,2NDFL,elementary,,62066,0,0,1,0.5384184588,39.419836814,7.8442622951,0,0,10.033535444,27106
0,OTHER,elementary,,47000,0,0,0,12.854592294,41.739726027,3.9397260274,2,2,3.1506849315,27108
0,2NDFL,elementary,,78761,0,0,0,0.5048387097,34.906849315,4.5641515083,1,1,11.882191781,27109
0,OTHER,advanced,Corporate,41407,0,1,2,0.8524193548,25.273972603,5.0061606408,0,0,5.2274721162,27110
0,OTHER,elementary,VIP,56529,0,1,0,49.508624552,30.917680964,6.6765850737,0,1,1.9724754847,27120
0,OTHER,advanced,,50000,0,0,0,12.890031362,44.010958904,5.3561643836,0,0,11.331506849,27124
0,OTHER,advanced,,70000,0,0,,,51.709589041,6.3479452055,,,6.4547945205,27130
0,OTHER,advanced,Corporate,41520,0,1,0,79.436469534,37.318624149,1.5761583951,0,0,12.254098361,27138
0,OTHER,advanced,,18000,0,0,1,1.0897849462,52.53342316,0.095890411,0,0,6.9150684932,27141
0,OTHER,advanced,,18000,0,0,1,1.0897849462,52.53342316,0.095890411,0,0,6.9150684932,27142
0,2NDFL,elementary,,38106,0,0,,,29.257938468,6.9287671233,,,3.9643835616,27143
0,OTHER,elementary,Corporate,55574,0,1,0,24.148611111,26.320547945,0.5744666517,0,0,6.2657534247,27149
0,2NDFL,elementary,VIP,205457,0,1,4,0.3473790323,36.903046635,5.6564712928,1,1,10.908526087,27151
0,2NDFL,elementary,VIP,205457,0,1,4,0.3473790323,36.903046635,5.6564712928,1,1,10.908526087,27152
0,2NDFL,elementary,VIP,205457,0,1,4,0.3473790323,36.903046635,5.6564712928,1,1,10.908526087,27155
0,OTHER,elementary,,220000,0,0,0,2.3159498208,36.046448087,5.2126356763,0,0,12.771539786,27157
0,OTHER,elementary,Corporate,131502,0,1,0,8.947983871,37.997260274,8.0246575342,0,0,10.775342466,27160
0,2NDFL,elementary,,27534,0,0,2,2.9608198925,44.303278689,3.9289617486,0,0,6.9378097163,27162
0,OTHER,elementary,Corporate,36518,0,1,0,0.9835125448,25.575342466,0.5109888465,0,1,5.4739726027,27167
0,OTHER,elementary,Corporate,67478,0,1,0,0.3719086022,26.84109589,0.4821917808,1,1,6.7835616438,27179
0,OTHER,elementary,,100000,0,0,,,43.677034209,1.7400479078,,,9.1893629763,27180
0,2NDFL,elementary,,69322,0,0,0,0.8320116487,30.771539786,2.4181151284,0,0,8.8181151284,27189
0,OTHER,advanced,Corporate,21602,0,1,,,44.388038027,2.5698630137,,,4.6011527809,27190
0,OTHER,elementary,,17400,0,0,,,44.815315518,6.4794520548,,,10.306849315,27194
0,2NDFL,elementary,Corporate,27840,0,1,0,,39.661202186,0.6696309604,1,2,13.124425481,27200
0,OTHER,elementary,Corporate,29136,0,1,,,57.997125533,27.275956284,,,8.8765775881,27201
0,2NDFL,elementary,,176771,0,0,,,31.506849315,4.6566210046,,,8.1397260274,27203
0,OTHER,advanced,,45000,0,0,2,0.9205869176,34.173905232,3.6092896175,0,1,9.2122613968,27204
0,OTHER,elementary,Corporate,286583,0,1,,,33.701369863,1.8602739726,,,10.909589041,27207
0,OTHER,elementary,Corporate,57262,0,1,1,0.3741263441,25.976158395,4.1857923497,0,0,5.8857474362,27209
0,OTHER,elementary,Corporate,385164,0,1,,,35.084931507,13.287671233,,,10.460273973,27212
0,OTHER,elementary,Corporate,108667,0,1,,,32.098630137,0.7306160641,,,12.02739726,27220
0,OTHER,elementary,Corporate,44424,0,1,0,,32.94432218,4.0573770492,0,0,9.4566509469,27221
0,OTHER,elementary,VIP,147900,0,0,0,28.338844086,42.804409013,12.390710383,0,0,10.135915862,27222
0,OTHER,elementary,Corporate,191380,0,1,1,0.9926747312,44.043835616,1.047862864,1,2,11.397260274,27223
0,OTHER,elementary,,60000,0,0,,,27.024657534,0.6191780822,,,6.8849315068,27233
0,2NDFL,beginner,,,0,1,,,29.73182873,9.3701848941,,,9.0688150311,27234
0,2NDFL,advanced,,31915,0,0,,,46.628871922,3.3001047983,,,1.5412006887,27236
0,OTHER,elementary,,150000,0,0,0,1.1164202509,32.024590164,0.1147540984,0,0,9.3429598024,27238
0,OTHER,advanced,,40000,0,0,0,0.2802867384,52.902949323,2.9835616438,1,1,7.1424657534,27243
0,OTHER,elementary,,15250,0,0,,,25.777543229,0.448776106,,,5.5720637772,27245
0,OTHER,elementary,Corporate,72768,0,1,0,2.0793010753,29.932981511,2.0672280859,0,0,4.8206527435,27246
0,OTHER,elementary,Corporate,34769,0,1,0,0.5044130824,27.390710383,0.5393966614,0,0,6.901040497,27250
0,OTHER,elementary,Corporate,287294,0,1,1,0.7608646953,38.123287671,0.4918631634,0,0,0.2459615241,27266
0,OTHER,elementary,,75000,0,0,0,2.7990367384,45.305786361,2.3879781421,0,0,0.2240437158,27272
0,OTHER,elementary,Corporate,113834,0,1,,,31.583883524,0.8825136612,,,10.129089004,27281
0,OTHER,elementary,,120000,0,0,0,0.7627016129,31.37260274,1.1123961374,0,0,8.9648551538,27298
0,2NDFL,advanced,,,0,1,2,0.4770609319,35.803278689,5.0590089079,0,0,6.0507897298,27306
0,2NDFL,advanced,,,0,1,2,0.4770609319,35.803278689,5.0590089079,0,0,6.0507897298,27307
0,OTHER,elementary,,30000,0,0,,,27.857534247,6.0767123288,,,7.7780821918,27308
0,2NDFL,beginner,,1122536,0,1,2,0.7015681004,36.409836066,2.4369264166,0,0,0.9026798413,27309
0,OTHER,advanced,Corporate,72882,0,1,0,0.4021281362,28.754098361,0.4808743169,0,0,7.6686728049,27315
0,OTHER,advanced,Corporate,133928,0,1,0,9.8858646953,31.84109589,0.3853057864,2,2,10.517808219,27316
0,OTHER,elementary,,80000,0,0,0,11,31.587431694,0.1147540984,0,1,0.1639344262,27317
0,2NDFL,advanced,,22506,0,0,2,0.7946460573,34.66448836,1.7685979489,0,0,11.524590164,27335
0,OTHER,elementary,,44408,0,1,0,,29.915390374,0.7049180328,0,0,1.9427876338,27338
0,OTHER,elementary,,21932,0,0,1,1.3676971326,41.020660229,2.5342465753,1,1,5.7863013699,27340
0,2NDFL,advanced,,14216,0,0,,,40.995418819,9.501369863,,,9.8438356164,27348
0,OTHER,elementary,,53663,0,1,0,1.1461917563,36.741919305,1.5337001273,0,1,11.5,27351
0,2NDFL,advanced,,39773,0,0,1,0.3087365591,43.620218579,16.133879781,0,0,10.298083689,27354
0,OTHER,elementary,Corporate,46000,0,1,,,30.854794521,2.5232876712,,,5.8279961075,27355
0,OTHER,elementary,,20000,0,0,0,7.3791666667,47.961643836,4.7123287671,1,1,2.9068493151,27359
0,OTHER,elementary,,45000,0,0,1,0.3094086022,25.542465753,2.8410958904,1,1,0.9597125533,27360
0,OTHER,elementary,,45000,0,0,1,0.3094086022,25.542465753,2.8410958904,1,1,0.9597125533,27362
0,2NDFL,beginner,,41985,0,0,0,3.2139112903,31.983561644,8.1726027397,2,2,3.9917808219,27363
0,OTHER,elementary,Corporate,28304,0,1,1,0.4006272401,26.636567108,3.2393068343,0,0,1.1214986152,27366
0,2NDFL,advanced,,14826,0,0,0,6.6252464158,48.8370911,5.7412006887,0,0,3.7896174863,27373
0,2NDFL,elementary,,75665,0,0,1,1.439359319,27.309589041,1.6657534247,1,1,6.5506849315,27378
0,2NDFL,beginner,,,0,1,1,0.5047939068,28.539187065,1.0569952841,0,0,8.0846994536,27387
0,OTHER,elementary,Corporate,80081,0,1,0,0.5297491039,31.792349727,1.234179205,0,0,9.9218504379,27392
0,OTHER,elementary,Corporate,80081,0,1,0,0.5297491039,31.792349727,1.234179205,0,0,9.9218504379,27394
0,OTHER,elementary,Corporate,29100,0,1,,,32.982094468,1.6136986301,,,10.235616438,27399
0,OTHER,elementary,,30000,0,0,,,40.787768546,3.1698630137,,,5.9150684932,27404
0,OTHER,elementary,Corporate,69187,0,1,,,32.83748035,7.5710382514,,,10.3689872,27405
0,2NDFL,elementary,,21710,0,0,,,38.391780822,0.6566210046,,,5.704109589,27417
0,OTHER,elementary,Corporate,36703,0,1,,,45.750999326,11.704109589,,,0.6904109589,27423
0,2NDFL,elementary,,61566,0,0,0,7.4750448029,45.099288869,4.2267759563,1,1,0.0409836066,27431
0,OTHER,advanced,Corporate,16000,0,1,1,1.7546146953,46.9181301,6.164705442,0,0,1.8907328393,27435
0,OTHER,elementary,,75000,0,0,0,49.950761649,34.726027397,0.5123287671,1,1,10.246575342,27436
0,OTHER,elementary,Corporate,160946,0,1,0,1,39.909836066,7.0241185717,0,0,0.4158993937,27445
0,2NDFL,elementary,,46410,0,0,1,1.6965277778,32.76842578,3.8579234973,1,1,10.316370986,27452
0,2NDFL,advanced,,63385,0,0,,,38.079452055,19.846575342,,,12.962766674,27454
0,OTHER,elementary,Corporate,39150,0,1,0,,42.283861067,1.7249569579,0,0,2.7797514784,27458
0,OTHER,advanced,Corporate,90813,0,1,,,39.249315068,3.6246575342,,,8.0712328767,27463
0,OTHER,elementary,Corporate,52827,0,1,0,0.4653673835,48.461973202,3.2273972603,0,0,3.2356164384,27466
0,2NDFL,advanced,,62353,0,0,0,,40.415674826,6.304109589,0,0,9.7123287671,27467
0,OTHER,elementary,,70000,0,0,1,0.5029793907,27.359068793,3.0604386556,0,0,7.1234523542,27471
0,2NDFL,elementary,,83360,0,0,,,34.624657534,12.64109589,,,4.4547945205,27473
0,OTHER,elementary,Corporate,127957,0,1,1,0.6992607527,32.304109589,0.301369863,1,1,4.9605434539,27475
0,OTHER,advanced,,25000,0,0,0,0.3383960573,35.55117898,4.4398907104,0,0,6.003233775,27479
0,OTHER,elementary,Corporate,73311,0,1,2,0.500515233,26.721041994,3.2388502133,0,0,6.7183022681,27484
0,2NDFL,elementary,,24214,0,0,,,35.567123288,6.8246575342,,,6.0109589041,27489
0,OTHER,advanced,Corporate,18853,0,1,0,7.6016129032,31.567123288,0.3470544202,0,0,10.991780822,27510
0,2NDFL,elementary,,,0,1,0,0.7248655914,40.528632383,4.3560296429,0,0,8.8793173142,27516
0,OTHER,advanced,,50000,0,0,1,0.6612903226,36.828385358,3.104109589,0,0,11.876712329,27519
0,OTHER,beginner,Corporate,275326,0,1,0,0.370452509,32.617486339,0.9324724905,1,1,9.8064450932,27522
0,OTHER,elementary,,45000,0,0,1,0.6305555556,40.245901639,12.027322404,0,0,5.135549068,27527
0,OTHER,elementary,,250000,0,0,0,0.5028449821,39.384864137,7.1574668763,0,0,10.571165506,27535
0,OTHER,elementary,,250000,0,0,0,0.5028449821,39.384864137,7.1574668763,0,0,10.571165506,27536
0,OTHER,elementary,Corporate,54408,0,1,0,1,36.773905232,12.609521671,0,0,9.8917134516,27543
0,OTHER,elementary,Corporate,54408,0,1,0,1,36.773905232,12.609521671,0,0,9.8917134516,27544
0,OTHER,advanced,Corporate,81715,0,1,0,11.046393369,41.536986301,6.4876712329,0,0,5.1509169848,27551
0,OTHER,elementary,,100000,0,0,,,33.860273973,2.1424657534,,,5.9150684932,27552
0,OTHER,elementary,,175000,0,0,2,0.3759856631,31.710247773,2.1787409237,1,1,9.2170970881,27559
0,OTHER,elementary,Corporate,26973,0,1,,,35.663013699,8.2931506849,,,10.898630137,27562
0,OTHER,elementary,Corporate,100000,0,0,,,53.237487836,5.0052473988,,,8.1397260274,27564
0,OTHER,elementary,,50000,0,0,0,20.470183692,27.964383562,0.2849315068,1,1,3.0876712329,27568
0,2NDFL,beginner,,44602,0,0,3,0.5402777778,42.778082192,0.4127853881,0,0,10.367123288,27570
0,OTHER,elementary,Corporate,19447,0,1,,,29.086960102,1.7253162662,,,5.4623025676,27571
0,OTHER,elementary,Corporate,199003,0,1,0,0.5635304659,39.101691743,4.3852459016,2,2,10.444157497,27574
0,OTHER,elementary,Corporate,70773,0,1,,,27.646575342,2.2246575342,,,6.5452054795,27578
0,OTHER,elementary,,50000,0,0,1,0.3394265233,29.088636874,0.8146642713,0,0,7.6912568306,27584
0,OTHER,elementary,,50000,0,0,0,0.9929659498,44.59295606,0.1721910323,0,0,10.383561644,27593
0,OTHER,advanced,,30000,0,0,0,32.727284946,29.98630137,0.5800359308,1,1,9.3534246575,27595
0,OTHER,elementary,VIP,116916,0,1,1,0.5984991039,34.596923422,1.0352795868,0,0,10.884594655,27597
0,OTHER,elementary,Corporate,81281,0,1,0,0.3464157706,29.872370686,1.3381241111,0,0,6.825795344,27599
0,OTHER,elementary,Corporate,185181,0,1,1,0.6711021505,40.727502059,5.9603787709,0,0,11.122022606,27606
0,OTHER,beginner,Corporate,126093,0,1,0,9.9532258065,34.46778202,5.9307957182,1,1,3.1718916087,27612
0,2NDFL,advanced,,59999,0,0,2,0.3776209677,27.901639344,0.8071562243,0,0,7.3496219777,27614
0,OTHER,elementary,Corporate,115161,0,1,,,35.126027397,0.7232876712,,,10.071232877,27616
0,2NDFL,elementary,,160294,0,1,0,6.3769713262,37.422411857,2.8306310353,0,0,1.1429598024,27624
0,OTHER,elementary,,80000,0,0,0,20.992585125,54.005479452,4.6461187215,1,1,8.9849165357,27625
0,OTHER,elementary,Corporate,63794,0,1,0,0.3046818996,33.356164384,6.3780821918,0,0,10.506849315,27627
0,OTHER,elementary,Corporate,63794,0,1,0,0.3046818996,33.356164384,6.3780821918,0,0,10.506849315,27628
0,OTHER,elementary,Corporate,63794,0,1,0,0.3046818996,33.356164384,6.3780821918,0,0,10.506849315,27629
0,OTHER,elementary,Corporate,39222,0,1,1,0.9900985663,28.248776106,2.7830226813,0,0,4.2104199416,27632
0,2NDFL,elementary,,106606,0,0,0,3.7695116487,30.783561644,2.7260273973,1,1,10.380821918,27639
0,OTHER,advanced,Corporate,24736,0,1,,,46.832000898,3.3196721311,,,1.8210419942,27641
0,OTHER,advanced,,70000,0,0,0,2.0458557348,47.764862639,8.6721311475,1,1,2.6908900367,27646
0,OTHER,elementary,Corporate,30561,0,1,0,-0.8796819,34.495890411,5.0456621005,1,1,11.616438356,27652
0,OTHER,advanced,Corporate,21068,0,1,,,28.235616438,0.6897447414,,,5.6219178082,27655
0,OTHER,elementary,Corporate,27481,0,1,0,,34.578082192,0.1861666292,0,0,11.361643836,27659
0,OTHER,elementary,Corporate,48362,0,1,0,14.890076165,25.878014821,0.7766449585,0,0,3.893442623,27660
0,OTHER,elementary,,70000,0,0,1,1.3404121864,37.528767123,14.389041096,0,0,9.304109589,27661
0,OTHER,elementary,Corporate,24327,0,1,,,29.523152931,1.7176734786,,,8.4930159443,27663
0,OTHER,elementary,Corporate,38659,0,1,0,0,32.839434089,6.4849315068,0,0,10.498630137,27666
0,2NDFL,advanced,,30014,0,0,2,1.0819892473,32.3991167,3.6967213115,1,1,11.551912568,27673
0,OTHER,elementary,,50000,0,0,0,36.346102151,40.410958904,2.5643835616,1,1,10.934246575,27678
0,OTHER,elementary,Corporate,42211,0,1,1,1.2138888889,32.153005464,3.0717269257,0,0,10.395014597,27680
0,2NDFL,elementary,,43595,0,0,2,0.8619623656,26.232749457,3.2978142077,1,1,5.7149412381,27681
0,OTHER,elementary,,30000,0,0,1,0.9598342294,40.643386481,0.51223894,1,1,9.44939741,27686
0,OTHER,advanced,Corporate,15666,0,1,0,0.8271057348,27.595628415,1.8237817202,0,0,7.3770491803,27694
0,OTHER,elementary,Corporate,54262,0,1,2,-0.882392473,38.75890411,4.0082191781,1,1,11.156164384,27700
0,OTHER,elementary,Corporate,80332,0,1,0,0.499484767,49.351822741,6.1792200015,0,0,4.3169398907,27701
0,2NDFL,elementary,Corporate,57161,0,0,0,,28.601152781,0.2732839284,0,0,8.4863986825,27707
0,OTHER,advanced,,87000,0,0,0,2.989359319,38.32619208,5.0933153679,1,1,0.456284153,27724
0,OTHER,elementary,,120000,0,0,,,31.893150685,3.7589041096,,,10.747945205,27730
0,2NDFL,beginner,,38334,0,0,1,0.5093413978,31.109589041,0.4794520548,1,1,8.0109589041,27735
0,OTHER,advanced,,17000,0,0,,,56.002739726,2.1753424658,,,9.3535668837,27737
0,OTHER,elementary,Corporate,65295,0,1,0,17.700604839,39.764383562,3.4547945205,0,0,10.745205479,27740
0,OTHER,elementary,,150000,0,0,0,0.28125,38.221917808,3.0301369863,1,1,8.0657534247,27742
0,OTHER,beginner,Corporate,217335,0,1,1,0.4441532258,30.065042294,4.4951792799,1,1,9.0157272251,27744
0,OTHER,elementary,Corporate,58818,0,1,,,27.54552736,5.3866232502,,,1.1263492776,27748
0,OTHER,elementary,,98000,0,0,1,0.8269041219,38.619994012,7.3487611348,0,0,11.09670634,27751
0,OTHER,elementary,Corporate,98431,0,1,,,40.18630137,5.3726027397,,,9.4520547945,27752
0,OTHER,advanced,,60000,0,0,0,3.7232526882,37.268493151,0.4869825586,1,1,11.136986301,27753
0,OTHER,elementary,Corporate,122465,0,1,2,0.7293458781,39.852459016,4.5628415301,0,0,10.968261097,27755
0,OTHER,elementary,Corporate,34790,0,1,,,55.164383562,30.139726027,,,9.9561643836,27757
0,OTHER,elementary,,90000,0,0,0,,34.859211019,1.0537315667,0,0,9.0044164982,27760
0,2NDFL,elementary,,,0,1,0,0.3749103943,28.224043716,3.8005464481,0,0,8.1147540984,27761
0,2NDFL,elementary,,,0,1,0,0.3749103943,28.224043716,3.8005464481,0,0,8.1147540984,27762
0,2NDFL,advanced,,19240,0,0,,,34.200658732,0.9595628415,,,10.099288869,27764
0,OTHER,elementary,Corporate,39224,0,1,,,44.539269406,6.1260273973,,,11.789041096,27765
0,OTHER,elementary,,80000,0,0,1,1.0782706093,29.989041096,5.6931506849,0,0,5.3945205479,27771
0,OTHER,elementary,VIP,188499,0,0,1,-1.139650538,37.504386556,0.4821917808,1,1,12.394520548,27773
0,2NDFL,elementary,,23931,0,0,,,32.265753425,3.6054794521,,,4.6511565237,27787
0,OTHER,elementary,Corporate,593241,0,1,0,,54.832876712,4.757526761,1,1,9.3945205479,27788
0,2NDFL,elementary,,52200,0,0,0,1.8578629032,44.467587394,4.8883524216,0,1,11.980821918,27792
0,2NDFL,elementary,,52200,0,0,0,1.8578629032,44.467587394,4.8883524216,0,1,11.980821918,27793
0,OTHER,elementary,VIP,200083,0,1,0,0.2774193548,39.871584699,9.6172542855,0,0,14.206295381,27794
0,OTHER,elementary,Corporate,68363,0,1,,,28.84432218,1.9589041096,,,7.9342465753,27797
0,OTHER,elementary,Corporate,50842,0,1,,,32.597162961,4.6162886444,,,11.405479452,27805
0,OTHER,beginner,,105000,0,0,3,0.4007168459,33.742465753,0.9002245677,3,3,11.079452055,27811
0,OTHER,elementary,Corporate,49259,0,1,,,30.810958904,6.5506849315,,,10.64109589,27817
0,OTHER,elementary,,50000,0,0,0,1.0798387097,52.626513961,9.0758290291,0,0,5.2730893031,27820
0,OTHER,elementary,Corporate,75609,0,1,,,27.0689872,3.6936447339,,,6.9703570627,27828
0,2NDFL,elementary,,37581,0,0,0,,38.035938319,6.5893629763,0,0,11.277034209,27839
0,2NDFL,elementary,,14425,0,0,0,,36.18579235,12.825136612,1,1,8.918287297,27840
0,2NDFL,elementary,,25573,0,0,,,31.090410959,0.6191780822,,,3.4383561644,27850
0,OTHER,elementary,Corporate,47729,0,0,1,-0.7171819,42.002739726,13.808219178,1,1,11.191780822,27851
0,2NDFL,elementary,,27813,0,0,0,6.7913306452,40.623055618,5.0559323303,0,0,6.4997679467,27855
0,2NDFL,elementary,,30109,0,0,0,,39.942622951,18.036432368,0,0,11.422733738,27858
0,OTHER,elementary,Corporate,29940,0,1,,,28.759562842,2.61965716,,,8.1420765027,27859
0,2NDFL,advanced,Corporate,39669,0,1,,,56.063013699,1.3207799985,,,10.364383562,27860
0,OTHER,elementary,Corporate,30000,0,1,,,29.135212216,4.5628415301,,,3.7240437158,27862
0,OTHER,elementary,,110000,0,0,0,2.1232750896,34.736986301,1.130361554,1,1,10.246575342,27867
0,2NDFL,advanced,,10808,0,0,0,,46.84096115,7.9371584699,0,0,1.8190433416,27872
0,OTHER,beginner,Corporate,61698,0,1,1,1,32.273224044,2.4181076428,0,0,8.9331761359,27877
0,OTHER,beginner,,150000,0,0,0,70.922759857,38.785972004,11.035287072,,,3.0873418669,27882
0,OTHER,elementary,Corporate,98919,0,1,1,0.7013216846,31.687671233,6.4794520548,1,1,10.326027397,27885
0,OTHER,elementary,Corporate,98919,0,1,1,0.7013216846,31.687671233,6.4794520548,1,1,10.326027397,27886
0,OTHER,beginner,,100000,0,0,0,62.21453853,45.11008309,0.1530054645,,,0.0792349727,27889
0,OTHER,elementary,Corporate,39158,0,1,,,37.299603264,2.3023429897,,,1.1927539486,27890
0,OTHER,elementary,Corporate,54692,0,1,1,0.348655914,34.127704169,7.3222247174,0,1,9.0071562243,27894
0,OTHER,elementary,,35000,0,0,1,0.7640008961,29.088067969,1.495890411,0,0,3.5808219178,27898
0,OTHER,elementary,,30000,0,0,1,0.9197356631,48.891713452,15.931693989,0,0,3.8169398907,27904
0,OTHER,advanced,Corporate,14728,0,1,2,0.9519265233,49.906849315,18.893150685,1,1,4.8283853582,27907
0,OTHER,high,Corporate,30680,0,1,0,9.6286290323,35.151006812,4.4672131148,0,0,10.016760237,27912
0,OTHER,elementary,Corporate,154695,0,1,0,9.6977150538,42.559720039,6.4528707239,0,0,11.365199491,27915
0,OTHER,elementary,Corporate,46832,0,1,0,6.2776209677,38.090410959,4.875117898,1,1,11.306849315,27925
0,2NDFL,elementary,,25194,0,0,0,17.278248208,51.956164384,9.1369863014,0,1,6.3561643836,27929
0,OTHER,advanced,Corporate,24983,0,1,0,9.9260752688,26.00113781,2.8203158919,0,0,5.9025076727,27938
0,2NDFL,advanced,,26516,0,0,0,50.247311828,57.545205479,6.7095890411,0,0,12.541784565,27939
0,OTHER,elementary,Corporate,234264,0,1,2,0.4716845878,47.016438356,17.693150685,0,0,1.802739726,27959
0,OTHER,elementary,Corporate,234264,0,1,2,0.4716845878,47.016438356,17.693150685,0,0,1.802739726,27961
0,OTHER,elementary,,25000,0,0,1,1.2139336918,27.257534247,5.2712328767,0,0,5.2712328767,27978
0,2NDFL,elementary,,,0,1,2,0.3420922939,29.26309604,5.8328767123,1,1,8.8204730893,27983
0,2NDFL,elementary,,,0,1,2,0.3420922939,29.26309604,5.8328767123,1,1,8.8204730893,27984
0,OTHER,advanced,Corporate,43161,0,1,0,7.5678539427,36.540983607,7.8825136612,1,1,11.452376675,27992
0,OTHER,advanced,,50000,0,0,2,1,52.131147541,0.150273224,0,0,6.7982259151,27993
0,2NDFL,advanced,,16597,0,0,,,38.578082192,0.3342465753,,,10.501369863,27994
0,2NDFL,advanced,,17662,0,0,1,1.1503584229,25.068815031,6.5537465379,0,0,5.0112807845,27996
0,OTHER,elementary,Corporate,48653,0,1,1,0.5671594982,28.874833446,5.5123287671,0,0,8.0821917808,27998
0,OTHER,elementary,Corporate,66124,0,1,,,52.738588218,0.5445991466,,,7.6767123288,28004
0,2NDFL,elementary,,22770,0,0,,,30.619178082,1.5534246575,,,3.5589041096,28007
0,OTHER,elementary,Corporate,79967,0,1,0,45.703673835,25.868493151,0.3610300172,0,0,5.6712328767,28010
0,2NDFL,elementary,,48966,0,0,0,,29.897133019,8.0683060109,2,2,9.7601467176,28012
0,OTHER,elementary,Corporate,64627,0,1,,,28.114754098,3.9043715847,,,7.8770491803,28014
0,OTHER,elementary,Corporate,81434,0,1,1,0.503718638,44.543783217,3.1506849315,0,0,9.6246575342,28016
0,OTHER,elementary,,120000,0,0,1,6.6974014337,32.978778352,2.0547945205,0,0,0.3585597724,28020
